URL,Primary Language,App,Cloud,Edge,Device,LOC,PythonTestFile,PythonMockFile,PythonMockRate,PythonTestCases,PythonTestLOC,JSTestFile,JSMockFile,JSMockRate,JSTestCases,JSTestLOC,JavaTestFile,JavaMockFile,JavaMockRate,JavaTestCases,JavaTestLOC_w/o,JavaTestLOC_with,PJJTotalCases,PJJTotalCaseLOC,MockFiles,Density,PJJTestFiles
https://github.com/particle-iot/device-os,C++,0,0,0,1,183057,0,0,0,0,0,9,0,0,35,237,0,0,0,0,0,0,35,237,0,771.3924051,9
https://github.com/eclipse/upm,C++,0,0,0,1,167349,7,0,0,9,163,1,0,0,4,18,0,0,0,0,0,0,13,181,0,923.5801105,8
